file,label
train_0001.npy,0
train_0002.npy,0
train_0003.npy,0
train_0004.npy,0
train_0005.npy,0
train_0006.npy,1
train_0007.npy,0
train_0008.npy,0
train_0009.npy,0
train_0010.npy,0
train_0011.npy,1
train_0012.npy,0
train_0013.npy,1
train_0014.npy,0
train_0015.npy,1
train_0016.npy,0
train_0017.npy,0
train_0018.npy,1
train_0019.npy,1
train_0020.npy,0
train_0021.npy,0
train_0022.npy,0
train_0023.npy,0
train_0024.npy,0
train_0025.npy,0
train_0026.npy,0
train_0027.npy,0
train_0028.npy,0
train_0029.npy,1
train_0030.npy,0
train_0031.npy,1
train_0032.npy,1
train_0033.npy,1
train_0034.npy,0
train_0035.npy,0
train_0036.npy,1
train_0037.npy,0
train_0038.npy,0
train_0039.npy,0
train_0040.npy,0
train_0041.npy,0
train_0042.npy,0
train_0043.npy,1
train_0044.npy,1
train_0045.npy,0
train_0046.npy,0
train_0047.npy,0
train_0048.npy,0
train_0049.npy,0
train_0050.npy,0
train_0051.npy,0
train_0052.npy,0
train_0053.npy,1
train_0054.npy,1
train_0055.npy,0
train_0056.npy,0
train_0057.npy,1
train_0058.npy,0
train_0059.npy,0
train_0060.npy,0
train_0061.npy,0
train_0062.npy,0
train_0063.npy,0
train_0064.npy,0
train_0065.npy,1
train_0066.npy,0
train_0067.npy,1
train_0068.npy,0
train_0069.npy,0
train_0070.npy,0
train_0071.npy,0
train_0072.npy,0
train_0073.npy,1
train_0074.npy,1
train_0075.npy,1
train_0076.npy,1
train_0077.npy,1
train_0078.npy,0
train_0079.npy,0
train_0080.npy,0
train_0081.npy,0
train_0082.npy,0
train_0083.npy,0
train_0084.npy,0
train_0085.npy,0
train_0086.npy,0
train_0087.npy,0
train_0088.npy,1
train_0089.npy,1
train_0090.npy,0
train_0091.npy,0
train_0092.npy,0
train_0093.npy,0
train_0094.npy,1
train_0095.npy,1
train_0096.npy,0
train_0097.npy,0
train_0098.npy,0
train_0099.npy,0
train_0100.npy,0
train_0101.npy,0
train_0102.npy,0
train_0103.npy,0
train_0104.npy,0
train_0105.npy,0
train_0106.npy,0
train_0107.npy,0
train_0108.npy,0
train_0109.npy,0
train_0110.npy,0
train_0111.npy,0
train_0112.npy,0
train_0113.npy,0
train_0114.npy,0
train_0115.npy,0
